Away,Away PTS,Home,Home PTS,Home_or_away,Year,Winner
Boston Celtics,75,Philadelphia 76ers,82,Home,2012,Philadelphia 76ers
Miami Heat,105,Indiana Pacers,93,Away,2012,Miami Heat
Philadelphia 76ers,75,Boston Celtics,85,Home,2012,Boston Celtics
Oklahoma City Thunder,98,San Antonio Spurs,101,Home,2012,San Antonio Spurs
Boston Celtics,79,Miami Heat,93,Home,2012,Miami Heat
Oklahoma City Thunder,111,San Antonio Spurs,120,Home,2012,San Antonio Spurs
Boston Celtics,111,Miami Heat,115,Home,2012,Miami Heat
San Antonio Spurs,82,Oklahoma City Thunder,102,Home,2012,Oklahoma City Thunder
Miami Heat,91,Boston Celtics,101,Home,2012,Boston Celtics
San Antonio Spurs,103,Oklahoma City Thunder,109,Home,2012,Oklahoma City Thunder
Miami Heat,91,Boston Celtics,93,Home,2012,Boston Celtics
Oklahoma City Thunder,108,San Antonio Spurs,103,Away,2012,Oklahoma City Thunder
Boston Celtics,94,Miami Heat,90,Away,2012,Boston Celtics
San Antonio Spurs,99,Oklahoma City Thunder,107,Home,2012,Oklahoma City Thunder
Miami Heat,98,Boston Celtics,79,Away,2012,Miami Heat
Boston Celtics,88,Miami Heat,101,Home,2012,Miami Heat
Miami Heat,94,Oklahoma City Thunder,105,Home,2012,Oklahoma City Thunder
Miami Heat,100,Oklahoma City Thunder,96,Away,2012,Miami Heat
Oklahoma City Thunder,85,Miami Heat,91,Home,2012,Miami Heat
Oklahoma City Thunder,98,Miami Heat,104,Home,2012,Miami Heat
Oklahoma City Thunder,106,Miami Heat,121,Home,2012,Miami Heat
Boston Celtics,78,New York Knicks,85,Home,2013,New York Knicks
Golden State Warriors,95,Denver Nuggets,97,Home,2013,Denver Nuggets
Chicago Bulls,89,Brooklyn Nets,106,Home,2013,Brooklyn Nets
Memphis Grizzlies,91,Los Angeles Clippers,112,Home,2013,Los Angeles Clippers
Atlanta Hawks,90,Indiana Pacers,107,Home,2013,Indiana Pacers
Los Angeles Lakers,79,San Antonio Spurs,91,Home,2013,San Antonio Spurs
Milwaukee Bucks,87,Miami Heat,110,Home,2013,Miami Heat
Houston Rockets,91,Oklahoma City Thunder,120,Home,2013,Oklahoma City Thunder
Chicago Bulls,90,Brooklyn Nets,82,Away,2013,Chicago Bulls
Memphis Grizzlies,91,Los Angeles Clippers,93,Home,2013,Los Angeles Clippers
Milwaukee Bucks,86,Miami Heat,98,Home,2013,Miami Heat
Boston Celtics,71,New York Knicks,87,Home,2013,New York Knicks
Golden State Warriors,131,Denver Nuggets,117,Away,2013,Golden State Warriors
Houston Rockets,102,Oklahoma City Thunder,105,Home,2013,Oklahoma City Thunder
Atlanta Hawks,98,Indiana Pacers,113,Home,2013,Indiana Pacers
Los Angeles Lakers,91,San Antonio Spurs,102,Home,2013,San Antonio Spurs
Miami Heat,104,Milwaukee Bucks,91,Away,2013,Miami Heat
Brooklyn Nets,76,Chicago Bulls,79,Home,2013,Chicago Bulls
Los Angeles Clippers,82,Memphis Grizzlies,94,Home,2013,Memphis Grizzlies
New York Knicks,90,Boston Celtics,76,Away,2013,New York Knicks
Denver Nuggets,108,Golden State Warriors,110,Home,2013,Golden State Warriors
San Antonio Spurs,120,Los Angeles Lakers,89,Away,2013,San Antonio Spurs
Brooklyn Nets,134,Chicago Bulls,142,Home,2013,Chicago Bulls
Los Angeles Clippers,83,Memphis Grizzlies,104,Home,2013,Memphis Grizzlies
Indiana Pacers,69,Atlanta Hawks,90,Home,2013,Atlanta Hawks
Oklahoma City Thunder,104,Houston Rockets,101,Away,2013,Oklahoma City Thunder
New York Knicks,90,Boston Celtics,97,Home,2013,Boston Celtics
Miami Heat,88,Milwaukee Bucks,77,Away,2013,Miami Heat
San Antonio Spurs,103,Los Angeles Lakers,82,Away,2013,San Antonio Spurs
Denver Nuggets,101,Golden State Warriors,115,Home,2013,Golden State Warriors
Chicago Bulls,91,Brooklyn Nets,110,Home,2013,Brooklyn Nets
Indiana Pacers,91,Atlanta Hawks,102,Home,2013,Atlanta Hawks
Oklahoma City Thunder,103,Houston Rockets,105,Home,2013,Houston Rockets
Golden State Warriors,100,Denver Nuggets,107,Home,2013,Denver Nuggets
Memphis Grizzlies,103,Los Angeles Clippers,93,Away,2013,Memphis Grizzlies
Boston Celtics,92,New York Knicks,86,Away,2013,Boston Celtics
Atlanta Hawks,83,Indiana Pacers,106,Home,2013,Indiana Pacers
Houston Rockets,107,Oklahoma City Thunder,100,Away,2013,Houston Rockets
Brooklyn Nets,95,Chicago Bulls,92,Away,2013,Brooklyn Nets
Denver Nuggets,88,Golden State Warriors,92,Home,2013,Golden State Warriors
Indiana Pacers,81,Atlanta Hawks,73,Away,2013,Indiana Pacers
New York Knicks,88,Boston Celtics,80,Away,2013,New York Knicks
Oklahoma City Thunder,103,Houston Rockets,94,Away,2013,Oklahoma City Thunder
Los Angeles Clippers,105,Memphis Grizzlies,118,Home,2013,Memphis Grizzlies
Chicago Bulls,99,Brooklyn Nets,93,Away,2013,Chicago Bulls
Memphis Grizzlies,91,Oklahoma City Thunder,93,Home,2013,Oklahoma City Thunder
Indiana Pacers,102,New York Knicks,95,Away,2013,Indiana Pacers
Chicago Bulls,93,Miami Heat,86,Away,2013,Chicago Bulls
Golden State Warriors,127,San Antonio Spurs,129,Home,2013,San Antonio Spurs
Indiana Pacers,79,New York Knicks,105,Home,2013,New York Knicks
Memphis Grizzlies,99,Oklahoma City Thunder,93,Away,2013,Memphis Grizzlies
Chicago Bulls,78,Miami Heat,115,Home,2013,Miami Heat
Golden State Warriors,100,San Antonio Spurs,91,Away,2013,Golden State Warriors
Miami Heat,104,Chicago Bulls,94,Away,2013,Miami Heat
San Antonio Spurs,102,Golden State Warriors,92,Away,2013,San Antonio Spurs
Oklahoma City Thunder,81,Memphis Grizzlies,87,Home,2013,Memphis Grizzlies
New York Knicks,71,Indiana Pacers,82,Home,2013,Indiana Pacers
San Antonio Spurs,87,Golden State Warriors,97,Home,2013,Golden State Warriors
Miami Heat,88,Chicago Bulls,65,Away,2013,Miami Heat
Oklahoma City Thunder,97,Memphis Grizzlies,103,Home,2013,Memphis Grizzlies
New York Knicks,82,Indiana Pacers,93,Home,2013,Indiana Pacers
Golden State Warriors,91,San Antonio Spurs,109,Home,2013,San Antonio Spurs
Chicago Bulls,91,Miami Heat,94,Home,2013,Miami Heat
Memphis Grizzlies,88,Oklahoma City Thunder,84,Away,2013,Memphis Grizzlies
Indiana Pacers,75,New York Knicks,85,Home,2013,New York Knicks
San Antonio Spurs,94,Golden State Warriors,82,Away,2013,San Antonio Spurs
New York Knicks,99,Indiana Pacers,106,Home,2013,Indiana Pacers
Memphis Grizzlies,83,San Antonio Spurs,105,Home,2013,San Antonio Spurs
Memphis Grizzlies,89,San Antonio Spurs,93,Home,2013,San Antonio Spurs
Indiana Pacers,102,Miami Heat,103,Home,2013,Miami Heat
Indiana Pacers,97,Miami Heat,93,Away,2013,Indiana Pacers
San Antonio Spurs,104,Memphis Grizzlies,93,Away,2013,San Antonio Spurs
Miami Heat,114,Indiana Pacers,96,Away,2013,Miami Heat
San Antonio Spurs,93,Memphis Grizzlies,86,Away,2013,San Antonio Spurs
Miami Heat,92,Indiana Pacers,99,Home,2013,Indiana Pacers
Indiana Pacers,79,Miami Heat,90,Home,2013,Miami Heat
Miami Heat,77,Indiana Pacers,91,Home,2013,Indiana Pacers
Indiana Pacers,76,Miami Heat,99,Home,2013,Miami Heat
San Antonio Spurs,92,Miami Heat,88,Away,2013,San Antonio Spurs
San Antonio Spurs,84,Miami Heat,103,Home,2013,Miami Heat
Miami Heat,77,San Antonio Spurs,113,Home,2013,San Antonio Spurs
Miami Heat,109,San Antonio Spurs,93,Away,2013,Miami Heat
Miami Heat,104,San Antonio Spurs,114,Home,2013,San Antonio Spurs
San Antonio Spurs,100,Miami Heat,103,Home,2013,Miami Heat
San Antonio Spurs,88,Miami Heat,95,Home,2013,Miami Heat
Brooklyn Nets,94,Toronto Raptors,87,Away,2014,Brooklyn Nets
Golden State Warriors,109,Los Angeles Clippers,105,Away,2014,Golden State Warriors
Atlanta Hawks,101,Indiana Pacers,93,Away,2014,Atlanta Hawks
Memphis Grizzlies,86,Oklahoma City Thunder,100,Home,2014,Oklahoma City Thunder
Dallas Mavericks,85,San Antonio Spurs,90,Home,2014,San Antonio Spurs
Charlotte Bobcats,88,Miami Heat,99,Home,2014,Miami Heat
Washington Wizards,102,Chicago Bulls,93,Away,2014,Washington Wizards
Portland Trail Blazers,122,Houston Rockets,120,Away,2014,Portland Trail Blazers
Memphis Grizzlies,111,Oklahoma City Thunder,105,Away,2014,Memphis Grizzlies
Golden State Warriors,98,Los Angeles Clippers,138,Home,2014,Los Angeles Clippers
Atlanta Hawks,85,Indiana Pacers,101,Home,2014,Indiana Pacers
Brooklyn Nets,95,Toronto Raptors,100,Home,2014,Toronto Raptors
Washington Wizards,101,Chicago Bulls,99,Away,2014,Washington Wizards
Charlotte Bobcats,97,Miami Heat,101,Home,2014,Miami Heat
Dallas Mavericks,113,San Antonio Spurs,92,Away,2014,Dallas Mavericks
Portland Trail Blazers,112,Houston Rockets,105,Away,2014,Portland Trail Blazers
Indiana Pacers,85,Atlanta Hawks,98,Home,2014,Atlanta Hawks
Oklahoma City Thunder,95,Memphis Grizzlies,98,Home,2014,Memphis Grizzlies
Los Angeles Clippers,98,Golden State Warriors,96,Away,2014,Los Angeles Clippers
Toronto Raptors,98,Brooklyn Nets,102,Home,2014,Brooklyn Nets
Chicago Bulls,100,Washington Wizards,97,Away,2014,Chicago Bulls
Houston Rockets,121,Portland Trail Blazers,116,Away,2014,Houston Rockets
Indiana Pacers,91,Atlanta Hawks,88,Away,2014,Indiana Pacers
San Antonio Spurs,108,Dallas Mavericks,109,Home,2014,Dallas Mavericks
Miami Heat,98,Charlotte Bobcats,85,Away,2014,Miami Heat
Oklahoma City Thunder,92,Memphis Grizzlies,89,Away,2014,Oklahoma City Thunder
Chicago Bulls,89,Washington Wizards,98,Home,2014,Washington Wizards
Los Angeles Clippers,97,Golden State Warriors,118,Home,2014,Golden State Warriors
Toronto Raptors,87,Brooklyn Nets,79,Away,2014,Toronto Raptors
Houston Rockets,120,Portland Trail Blazers,123,Home,2014,Portland Trail Blazers
Miami Heat,109,Charlotte Bobcats,98,Away,2014,Miami Heat
Atlanta Hawks,107,Indiana Pacers,97,Away,2014,Atlanta Hawks
San Antonio Spurs,93,Dallas Mavericks,89,Away,2014,San Antonio Spurs
Washington Wizards,75,Chicago Bulls,69,Away,2014,Washington Wizards
Memphis Grizzlies,100,Oklahoma City Thunder,99,Away,2014,Memphis Grizzlies
Golden State Warriors,103,Los Angeles Clippers,113,Home,2014,Los Angeles Clippers
Dallas Mavericks,103,San Antonio Spurs,109,Home,2014,San Antonio Spurs
Brooklyn Nets,113,Toronto Raptors,115,Home,2014,Toronto Raptors
Portland Trail Blazers,98,Houston Rockets,108,Home,2014,Houston Rockets
Indiana Pacers,95,Atlanta Hawks,88,Away,2014,Indiana Pacers
Oklahoma City Thunder,104,Memphis Grizzlies,84,Away,2014,Oklahoma City Thunder
Los Angeles Clippers,99,Golden State Warriors,100,Home,2014,Golden State Warriors
Toronto Raptors,83,Brooklyn Nets,97,Home,2014,Brooklyn Nets
San Antonio Spurs,111,Dallas Mavericks,113,Home,2014,Dallas Mavericks
Houston Rockets,98,Portland Trail Blazers,99,Home,2014,Portland Trail Blazers
Atlanta Hawks,80,Indiana Pacers,92,Home,2014,Indiana Pacers
Memphis Grizzlies,109,Oklahoma City Thunder,120,Home,2014,Oklahoma City Thunder
Golden State Warriors,121,Los Angeles Clippers,126,Home,2014,Los Angeles Clippers
Brooklyn Nets,104,Toronto Raptors,103,Away,2014,Brooklyn Nets
Dallas Mavericks,96,San Antonio Spurs,119,Home,2014,San Antonio Spurs
Washington Wizards,102,Indiana Pacers,96,Away,2014,Washington Wizards
Los Angeles Clippers,122,Oklahoma City Thunder,105,Away,2014,Los Angeles Clippers
Brooklyn Nets,86,Miami Heat,107,Home,2014,Miami Heat
Portland Trail Blazers,92,San Antonio Spurs,116,Home,2014,San Antonio Spurs
Washington Wizards,82,Indiana Pacers,86,Home,2014,Indiana Pacers
Los Angeles Clippers,101,Oklahoma City Thunder,112,Home,2014,Oklahoma City Thunder
Brooklyn Nets,82,Miami Heat,94,Home,2014,Miami Heat
Portland Trail Blazers,97,San Antonio Spurs,114,Home,2014,San Antonio Spurs
Indiana Pacers,85,Washington Wizards,63,Away,2014,Indiana Pacers
Oklahoma City Thunder,118,Los Angeles Clippers,112,Away,2014,Oklahoma City Thunder
Miami Heat,90,Brooklyn Nets,104,Home,2014,Brooklyn Nets
San Antonio Spurs,118,Portland Trail Blazers,103,Away,2014,San Antonio Spurs
Oklahoma City Thunder,99,Los Angeles Clippers,101,Home,2014,Los Angeles Clippers
Indiana Pacers,95,Washington Wizards,92,Away,2014,Indiana Pacers
Miami Heat,102,Brooklyn Nets,96,Away,2014,Miami Heat
San Antonio Spurs,92,Portland Trail Blazers,103,Home,2014,Portland Trail Blazers
Washington Wizards,102,Indiana Pacers,79,Away,2014,Washington Wizards
Los Angeles Clippers,104,Oklahoma City Thunder,105,Home,2014,Oklahoma City Thunder
Brooklyn Nets,94,Miami Heat,96,Home,2014,Miami Heat
Portland Trail Blazers,82,San Antonio Spurs,104,Home,2014,San Antonio Spurs
Indiana Pacers,93,Washington Wizards,80,Away,2014,Indiana Pacers
Oklahoma City Thunder,104,Los Angeles Clippers,98,Away,2014,Oklahoma City Thunder
Miami Heat,96,Indiana Pacers,107,Home,2014,Indiana Pacers
Oklahoma City Thunder,105,San Antonio Spurs,122,Home,2014,San Antonio Spurs
Miami Heat,87,Indiana Pacers,83,Away,2014,Miami Heat
Oklahoma City Thunder,77,San Antonio Spurs,112,Home,2014,San Antonio Spurs
Indiana Pacers,87,Miami Heat,99,Home,2014,Miami Heat
San Antonio Spurs,97,Oklahoma City Thunder,106,Home,2014,Oklahoma City Thunder
Indiana Pacers,90,Miami Heat,102,Home,2014,Miami Heat
San Antonio Spurs,92,Oklahoma City Thunder,105,Home,2014,Oklahoma City Thunder
Miami Heat,90,Indiana Pacers,93,Home,2014,Indiana Pacers
Oklahoma City Thunder,89,San Antonio Spurs,117,Home,2014,San Antonio Spurs
Indiana Pacers,92,Miami Heat,117,Home,2014,Miami Heat
San Antonio Spurs,112,Oklahoma City Thunder,107,Away,2014,San Antonio Spurs
Miami Heat,95,San Antonio Spurs,110,Home,2014,San Antonio Spurs
Miami Heat,98,San Antonio Spurs,96,Away,2014,Miami Heat
San Antonio Spurs,111,Miami Heat,92,Away,2014,San Antonio Spurs
San Antonio Spurs,107,Miami Heat,86,Away,2014,San Antonio Spurs
Miami Heat,87,San Antonio Spurs,104,Home,2014,San Antonio Spurs
Washington Wizards,93,Toronto Raptors,86,Away,2015,Washington Wizards
New Orleans Pelicans,99,Golden State Warriors,106,Home,2015,Golden State Warriors
Milwaukee Bucks,91,Chicago Bulls,103,Home,2015,Chicago Bulls
Dallas Mavericks,108,Houston Rockets,118,Home,2015,Houston Rockets
Boston Celtics,100,Cleveland Cavaliers,113,Home,2015,Cleveland Cavaliers
Brooklyn Nets,92,Atlanta Hawks,99,Home,2015,Atlanta Hawks
Portland Trail Blazers,86,Memphis Grizzlies,100,Home,2015,Memphis Grizzlies
San Antonio Spurs,92,Los Angeles Clippers,107,Home,2015,Los Angeles Clippers
Milwaukee Bucks,82,Chicago Bulls,91,Home,2015,Chicago Bulls
New Orleans Pelicans,87,Golden State Warriors,97,Home,2015,Golden State Warriors
Boston Celtics,91,Cleveland Cavaliers,99,Home,2015,Cleveland Cavaliers
Washington Wizards,117,Toronto Raptors,106,Away,2015,Washington Wizards
Dallas Mavericks,99,Houston Rockets,111,Home,2015,Houston Rockets
Brooklyn Nets,91,Atlanta Hawks,96,Home,2015,Atlanta Hawks
Portland Trail Blazers,82,Memphis Grizzlies,97,Home,2015,Memphis Grizzlies
San Antonio Spurs,111,Los Angeles Clippers,107,Away,2015,San Antonio Spurs
Cleveland Cavaliers,103,Boston Celtics,95,Away,2015,Cleveland Cavaliers
Chicago Bulls,113,Milwaukee Bucks,106,Away,2015,Chicago Bulls
Golden State Warriors,123,New Orleans Pelicans,119,Away,2015,Golden State Warriors
Houston Rockets,130,Dallas Mavericks,128,Away,2015,Houston Rockets
Toronto Raptors,99,Washington Wizards,106,Home,2015,Washington Wizards
Los Angeles Clippers,73,San Antonio Spurs,100,Home,2015,San Antonio Spurs
Atlanta Hawks,83,Brooklyn Nets,91,Home,2015,Brooklyn Nets
Chicago Bulls,90,Milwaukee Bucks,92,Home,2015,Milwaukee Bucks
Golden State Warriors,109,New Orleans Pelicans,98,Away,2015,Golden State Warriors
Memphis Grizzlies,115,Portland Trail Blazers,109,Away,2015,Memphis Grizzlies
Cleveland Cavaliers,101,Boston Celtics,93,Away,2015,Cleveland Cavaliers
Los Angeles Clippers,114,San Antonio Spurs,105,Away,2015,Los Angeles Clippers
Toronto Raptors,94,Washington Wizards,125,Home,2015,Washington Wizards
Houston Rockets,109,Dallas Mavericks,121,Home,2015,Dallas Mavericks
Atlanta Hawks,115,Brooklyn Nets,120,Home,2015,Brooklyn Nets
Milwaukee Bucks,94,Chicago Bulls,88,Away,2015,Milwaukee Bucks
Memphis Grizzlies,92,Portland Trail Blazers,99,Home,2015,Portland Trail Blazers
Dallas Mavericks,94,Houston Rockets,103,Home,2015,Houston Rockets
San Antonio Spurs,111,Los Angeles Clippers,107,Away,2015,San Antonio Spurs
Brooklyn Nets,97,Atlanta Hawks,107,Home,2015,Atlanta Hawks
Portland Trail Blazers,93,Memphis Grizzlies,99,Home,2015,Memphis Grizzlies
Chicago Bulls,120,Milwaukee Bucks,66,Away,2015,Chicago Bulls
Los Angeles Clippers,102,San Antonio Spurs,96,Away,2015,Los Angeles Clippers
Atlanta Hawks,111,Brooklyn Nets,87,Away,2015,Atlanta Hawks
San Antonio Spurs,109,Los Angeles Clippers,111,Home,2015,Los Angeles Clippers
Washington Wizards,104,Atlanta Hawks,98,Away,2015,Washington Wizards
Memphis Grizzlies,86,Golden State Warriors,101,Home,2015,Golden State Warriors
Chicago Bulls,99,Cleveland Cavaliers,92,Away,2015,Chicago Bulls
Los Angeles Clippers,117,Houston Rockets,101,Away,2015,Los Angeles Clippers
Washington Wizards,90,Atlanta Hawks,106,Home,2015,Atlanta Hawks
Memphis Grizzlies,97,Golden State Warriors,90,Away,2015,Memphis Grizzlies
Chicago Bulls,91,Cleveland Cavaliers,106,Home,2015,Cleveland Cavaliers
Los Angeles Clippers,109,Houston Rockets,115,Home,2015,Houston Rockets
Cleveland Cavaliers,96,Chicago Bulls,99,Home,2015,Chicago Bulls
Houston Rockets,99,Los Angeles Clippers,124,Home,2015,Los Angeles Clippers
Atlanta Hawks,101,Washington Wizards,103,Home,2015,Washington Wizards
Golden State Warriors,89,Memphis Grizzlies,99,Home,2015,Memphis Grizzlies
Cleveland Cavaliers,86,Chicago Bulls,84,Away,2015,Cleveland Cavaliers
Houston Rockets,95,Los Angeles Clippers,128,Home,2015,Los Angeles Clippers
Atlanta Hawks,106,Washington Wizards,101,Away,2015,Atlanta Hawks
Golden State Warriors,101,Memphis Grizzlies,84,Away,2015,Golden State Warriors
Chicago Bulls,101,Cleveland Cavaliers,106,Home,2015,Cleveland Cavaliers
Los Angeles Clippers,103,Houston Rockets,124,Home,2015,Houston Rockets
Washington Wizards,81,Atlanta Hawks,82,Home,2015,Atlanta Hawks
Memphis Grizzlies,78,Golden State Warriors,98,Home,2015,Golden State Warriors
Cleveland Cavaliers,94,Chicago Bulls,73,Away,2015,Cleveland Cavaliers
Houston Rockets,119,Los Angeles Clippers,107,Away,2015,Houston Rockets
Atlanta Hawks,94,Washington Wizards,91,Away,2015,Atlanta Hawks
Golden State Warriors,108,Memphis Grizzlies,95,Away,2015,Golden State Warriors
Los Angeles Clippers,100,Houston Rockets,113,Home,2015,Houston Rockets
Houston Rockets,106,Golden State Warriors,110,Home,2015,Golden State Warriors
Cleveland Cavaliers,97,Atlanta Hawks,89,Away,2015,Cleveland Cavaliers
Houston Rockets,98,Golden State Warriors,99,Home,2015,Golden State Warriors
Cleveland Cavaliers,94,Atlanta Hawks,82,Away,2015,Cleveland Cavaliers
Golden State Warriors,115,Houston Rockets,80,Away,2015,Golden State Warriors
Atlanta Hawks,111,Cleveland Cavaliers,114,Home,2015,Cleveland Cavaliers
Golden State Warriors,115,Houston Rockets,128,Home,2015,Houston Rockets
Atlanta Hawks,88,Cleveland Cavaliers,118,Home,2015,Cleveland Cavaliers
Houston Rockets,90,Golden State Warriors,104,Home,2015,Golden State Warriors
Cleveland Cavaliers,100,Golden State Warriors,108,Home,2015,Golden State Warriors
Cleveland Cavaliers,95,Golden State Warriors,93,Away,2015,Cleveland Cavaliers
Golden State Warriors,91,Cleveland Cavaliers,96,Home,2015,Cleveland Cavaliers
Golden State Warriors,103,Cleveland Cavaliers,82,Away,2015,Golden State Warriors
Cleveland Cavaliers,91,Golden State Warriors,104,Home,2015,Golden State Warriors
Golden State Warriors,105,Cleveland Cavaliers,97,Away,2015,Golden State Warriors
Indiana Pacers,100,Toronto Raptors,90,Away,2016,Indiana Pacers
Houston Rockets,78,Golden State Warriors,104,Home,2016,Golden State Warriors
Boston Celtics,101,Atlanta Hawks,102,Home,2016,Atlanta Hawks
Dallas Mavericks,70,Oklahoma City Thunder,108,Home,2016,Oklahoma City Thunder
Detroit Pistons,101,Cleveland Cavaliers,106,Home,2016,Cleveland Cavaliers
Charlotte Hornets,91,Miami Heat,123,Home,2016,Miami Heat
Memphis Grizzlies,74,San Antonio Spurs,106,Home,2016,San Antonio Spurs
Portland Trail Blazers,95,Los Angeles Clippers,115,Home,2016,Los Angeles Clippers
Indiana Pacers,87,Toronto Raptors,98,Home,2016,Toronto Raptors
Dallas Mavericks,85,Oklahoma City Thunder,84,Away,2016,Dallas Mavericks
Houston Rockets,106,Golden State Warriors,115,Home,2016,Golden State Warriors
Boston Celtics,72,Atlanta Hawks,89,Home,2016,Atlanta Hawks
Memphis Grizzlies,68,San Antonio Spurs,94,Home,2016,San Antonio Spurs
Charlotte Hornets,103,Miami Heat,115,Home,2016,Miami Heat
Detroit Pistons,90,Cleveland Cavaliers,107,Home,2016,Cleveland Cavaliers
Portland Trail Blazers,81,Los Angeles Clippers,102,Home,2016,Los Angeles Clippers
Oklahoma City Thunder,131,Dallas Mavericks,102,Away,2016,Oklahoma City Thunder
Toronto Raptors,101,Indiana Pacers,85,Away,2016,Toronto Raptors
Golden State Warriors,96,Houston Rockets,97,Home,2016,Houston Rockets
Cleveland Cavaliers,101,Detroit Pistons,91,Away,2016,Cleveland Cavaliers
Atlanta Hawks,103,Boston Celtics,111,Home,2016,Boston Celtics
San Antonio Spurs,96,Memphis Grizzlies,87,Away,2016,San Antonio Spurs
Toronto Raptors,83,Indiana Pacers,100,Home,2016,Indiana Pacers
Miami Heat,80,Charlotte Hornets,96,Home,2016,Charlotte Hornets
Oklahoma City Thunder,119,Dallas Mavericks,108,Away,2016,Oklahoma City Thunder
Los Angeles Clippers,88,Portland Trail Blazers,96,Home,2016,Portland Trail Blazers
San Antonio Spurs,116,Memphis Grizzlies,95,Away,2016,San Antonio Spurs
Golden State Warriors,121,Houston Rockets,94,Away,2016,Golden State Warriors
Atlanta Hawks,95,Boston Celtics,104,Home,2016,Boston Celtics
Cleveland Cavaliers,100,Detroit Pistons,98,Away,2016,Cleveland Cavaliers
Miami Heat,85,Charlotte Hornets,89,Home,2016,Charlotte Hornets
Dallas Mavericks,104,Oklahoma City Thunder,118,Home,2016,Oklahoma City Thunder
Los Angeles Clippers,84,Portland Trail Blazers,98,Home,2016,Portland Trail Blazers
Indiana Pacers,99,Toronto Raptors,102,Home,2016,Toronto Raptors
Boston Celtics,83,Atlanta Hawks,110,Home,2016,Atlanta Hawks
Charlotte Hornets,90,Miami Heat,88,Away,2016,Charlotte Hornets
Portland Trail Blazers,108,Los Angeles Clippers,98,Away,2016,Portland Trail Blazers
Houston Rockets,81,Golden State Warriors,114,Home,2016,Golden State Warriors
Atlanta Hawks,104,Boston Celtics,92,Away,2016,Atlanta Hawks
Toronto Raptors,83,Indiana Pacers,101,Home,2016,Indiana Pacers
Miami Heat,97,Charlotte Hornets,90,Away,2016,Miami Heat
Los Angeles Clippers,103,Portland Trail Blazers,106,Home,2016,Portland Trail Blazers
Oklahoma City Thunder,92,San Antonio Spurs,124,Home,2016,San Antonio Spurs
Charlotte Hornets,73,Miami Heat,106,Home,2016,Miami Heat
Portland Trail Blazers,106,Golden State Warriors,118,Home,2016,Golden State Warriors
Indiana Pacers,84,Toronto Raptors,89,Home,2016,Toronto Raptors
Atlanta Hawks,93,Cleveland Cavaliers,104,Home,2016,Cleveland Cavaliers
Oklahoma City Thunder,98,San Antonio Spurs,97,Away,2016,Oklahoma City Thunder
Miami Heat,102,Toronto Raptors,96,Away,2016,Miami Heat
Portland Trail Blazers,99,Golden State Warriors,110,Home,2016,Golden State Warriors
Atlanta Hawks,98,Cleveland Cavaliers,123,Home,2016,Cleveland Cavaliers
Miami Heat,92,Toronto Raptors,96,Home,2016,Toronto Raptors
Cleveland Cavaliers,121,Atlanta Hawks,108,Away,2016,Cleveland Cavaliers
San Antonio Spurs,100,Oklahoma City Thunder,96,Away,2016,San Antonio Spurs
Toronto Raptors,95,Miami Heat,91,Away,2016,Toronto Raptors
Golden State Warriors,108,Portland Trail Blazers,120,Home,2016,Portland Trail Blazers
Cleveland Cavaliers,100,Atlanta Hawks,99,Away,2016,Cleveland Cavaliers
San Antonio Spurs,97,Oklahoma City Thunder,111,Home,2016,Oklahoma City Thunder
Toronto Raptors,87,Miami Heat,94,Home,2016,Miami Heat
Golden State Warriors,132,Portland Trail Blazers,125,Away,2016,Golden State Warriors
Oklahoma City Thunder,95,San Antonio Spurs,91,Away,2016,Oklahoma City Thunder
Miami Heat,91,Toronto Raptors,99,Home,2016,Toronto Raptors
Portland Trail Blazers,121,Golden State Warriors,125,Home,2016,Golden State Warriors
San Antonio Spurs,99,Oklahoma City Thunder,113,Home,2016,Oklahoma City Thunder
Toronto Raptors,91,Miami Heat,103,Home,2016,Miami Heat
Miami Heat,89,Toronto Raptors,116,Home,2016,Toronto Raptors
Oklahoma City Thunder,108,Golden State Warriors,102,Away,2016,Oklahoma City Thunder
Toronto Raptors,84,Cleveland Cavaliers,115,Home,2016,Cleveland Cavaliers
Oklahoma City Thunder,91,Golden State Warriors,118,Home,2016,Golden State Warriors
Toronto Raptors,89,Cleveland Cavaliers,108,Home,2016,Cleveland Cavaliers
Cleveland Cavaliers,84,Toronto Raptors,99,Home,2016,Toronto Raptors
Golden State Warriors,105,Oklahoma City Thunder,133,Home,2016,Oklahoma City Thunder
Cleveland Cavaliers,99,Toronto Raptors,105,Home,2016,Toronto Raptors
Golden State Warriors,94,Oklahoma City Thunder,118,Home,2016,Oklahoma City Thunder
Toronto Raptors,78,Cleveland Cavaliers,116,Home,2016,Cleveland Cavaliers
Oklahoma City Thunder,111,Golden State Warriors,120,Home,2016,Golden State Warriors
Cleveland Cavaliers,113,Toronto Raptors,87,Away,2016,Cleveland Cavaliers
Golden State Warriors,108,Oklahoma City Thunder,101,Away,2016,Golden State Warriors
Oklahoma City Thunder,88,Golden State Warriors,96,Home,2016,Golden State Warriors
Cleveland Cavaliers,89,Golden State Warriors,104,Home,2016,Golden State Warriors
Cleveland Cavaliers,77,Golden State Warriors,110,Home,2016,Golden State Warriors
Golden State Warriors,90,Cleveland Cavaliers,120,Home,2016,Cleveland Cavaliers
Golden State Warriors,108,Cleveland Cavaliers,97,Away,2016,Golden State Warriors
